size,p_connection,LV_app,LV_app_CI_lower,LV_app_CI_upper,continuation_app,continuation_app_CI_lower,continuation_app_CI_upper,greedy_app,greedy_app_CI_lower,greedy_app_CI_upper
60,0.1,0.9314877246133058,0.9279807555216844,0.9349946937049272,0.9824183697745961,0.98044147751038,0.9843952620388121,0.9921650081220172,0.9908525612395611,0.9934774550044734
60,0.2,0.8229483870967742,0.8144223028995684,0.83147447129398,0.9993666666666667,0.9988749533375313,0.9998583799958022,0.9735752688172044,0.970451912129461,0.9766986255049477
60,0.3,0.8650333333333333,0.8520001273601415,0.8780665393065251,1.0,1.0,1.0,0.9806666666666668,0.9774283908546086,0.983904942478725
60,0.4,0.9359666666666667,0.9241058465277653,0.9478274868055682,1.0,1.0,1.0,0.9922333333333333,0.9896416734801592,0.9948249931865074
60,0.5,0.9683666666666667,0.9588195163194804,0.977913817013853,1.0,1.0,1.0,0.9981333333333333,0.9965868210618543,0.9996798456048124
60,0.6,0.9850666666666666,0.9777496932036861,0.9923836401296472,1.0,1.0,1.0,0.9997666666666667,0.9991644894179709,1.0003688439153624
60,0.7,0.9942000000000001,0.9893957782090032,0.999004221790997,1.0,1.0,1.0,1.0,1.0,1.0
60,0.8,0.9979666666666667,0.994924568118704,1.0010087652146293,1.0,1.0,1.0,1.0,1.0,1.0
60,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
